,state,city_href,room_href,review_number,review,room_title,room_description,room_address
262,arizona,/flagstaff,/flagstaff/quests/flagstaff-escape-space-saloon-66,1,Our family LOVES Escape Rooms and we've done rooms in several different states and we really enjoyed this room! We booked last minute due to the weather changing our spring break plans and this was definitely a silver lining of that!! We did the Saloon 66 room it was challenging and fun we unfortunately didn't escape but we had a great time trying!! Would definitely recommend this company to anyone looking for Escape Rooms in Flagstaff!!,"Escape room ""Saloon 66"" by Flagstaff Escape Space in Flagstaff","Description:Imagine yourself in the Wild Wild West. You and your group are outlaws who are up to no good, and have just broken into a saloon off of Route 66. During your high-speed heist, you accidentally lock yourselves inside, and you only have 1 hour before the Sheriff arrives to arrest you. Your crew of bandits must put your heads together to figure out how to unlock the door and get out of the scene of the crime before you get caught redhanded!","1800 S Milton Rd #13 300 Flagstaff, AZ 86001 (Show on map)"
263,arizona,/flagstaff,/flagstaff/quests/xcape-flagstaff-the-da-vinci-code,0,We loved the DaVinci Code room. It was a great time with my friends. We can't wait to come back and try the 20 minute room.,"Escape room ""The Da Vinci Code"" by Xcape Flagstaff in Flagstaff","Description:The Priory of Scion has kept the location of the Holy Grail secret for more than 500 years. You and your fellow players must find the keystone, decode secret messages, and race against time in order to find the grail and gain your freedom.","4650 US-89, Flagstaff, AZ 86004 (Show on map)"
264,arizona,/flagstaff,/flagstaff/quests/xcape-flagstaff-overbook-asylum,0,None,"Escape room ""Overbrook Asylum"" by Xcape Flagstaff in Flagstaff",Description:Conditions at this asylum for the criminally insane are anything but humane. Rumor has it that patients have frozen to death or found themselves victims of unthinkable experiments. You'll have just a short amount of time to investigate the disappearances and uncover the truth - or else you might just become the asylum's newest resident.,"4650 US-89, Flagstaff, AZ 86004 (Show on map)"
265,arizona,/lake-havasu-city,/lake-havasu-city/quests/gray-matter-escape-the-fallout-shelter,0,"Did both the Fallout Shelter and Initiation with my group of four. We loved both rooms and can't wait to visit Havasu again to see if their other room is open. Good puzzle flow, made us all work together. It was a great time!","Escape room ""The Fallout Shelter"" by Gray Matter Escape in Lake Havasu City","Description:It's the midst of the Cold War, and the year is 1967. The latest attack spurred you to seek shelter, and as you enter your safe haven, relief quickly turns to panic... Can you survive the fallout?","387 Lake Havasu Ave Suite 102 Lake Havasu City, AZ 86403 (Show on map)"
266,arizona,/lake-havasu-city,/lake-havasu-city/quests/gray-matter-escape-the-fallout-shelter,1,"Although we were 2 clues short of solving, the escape we had a great time with our friends and we will do it again soon.","Escape room ""The Fallout Shelter"" by Gray Matter Escape in Lake Havasu City","Description:It's the midst of the Cold War, and the year is 1967. The latest attack spurred you to seek shelter, and as you enter your safe haven, relief quickly turns to panic... Can you survive the fallout?","387 Lake Havasu Ave Suite 102 Lake Havasu City, AZ 86403 (Show on map)"
267,arizona,/lake-havasu-city,/lake-havasu-city/quests/gray-matter-escape-the-fallout-shelter,2,Such a great time! Very well put together! From the look and feel of the rooms to the challenges and puzzles themselves! Awesome experience! Can't wait to see the next challenge when it opens!,"Escape room ""The Fallout Shelter"" by Gray Matter Escape in Lake Havasu City","Description:It's the midst of the Cold War, and the year is 1967. The latest attack spurred you to seek shelter, and as you enter your safe haven, relief quickly turns to panic... Can you survive the fallout?","387 Lake Havasu Ave Suite 102 Lake Havasu City, AZ 86403 (Show on map)"
268,arizona,/lake-havasu-city,/lake-havasu-city/quests/gray-matter-escape-the-fallout-shelter,3,Awesome experience! Clever and suspenseful! We did it with a group of 4 and I wouldn't change a thing!,"Escape room ""The Fallout Shelter"" by Gray Matter Escape in Lake Havasu City","Description:It's the midst of the Cold War, and the year is 1967. The latest attack spurred you to seek shelter, and as you enter your safe haven, relief quickly turns to panic... Can you survive the fallout?","387 Lake Havasu Ave Suite 102 Lake Havasu City, AZ 86403 (Show on map)"
269,arizona,/lake-havasu-city,/lake-havasu-city/quests/gray-matter-escape-the-fallout-shelter,4,We had a great time in the Fallout shelter! Definitely want to go back and try a new room when it opens up! Thanks Gray Matter Escape Room for the fun family time!,"Escape room ""The Fallout Shelter"" by Gray Matter Escape in Lake Havasu City","Description:It's the midst of the Cold War, and the year is 1967. The latest attack spurred you to seek shelter, and as you enter your safe haven, relief quickly turns to panic... Can you survive the fallout?","387 Lake Havasu Ave Suite 102 Lake Havasu City, AZ 86403 (Show on map)"
270,arizona,/lake-havasu-city,/lake-havasu-city/quests/gray-matter-escape-the-fallout-shelter,5,"My daughter and I had such a fantastic time! Some of the puzzles were easy and some were very difficult. I loved the variety of logic problems and common sense solutions. Great job, Gray Matter!","Escape room ""The Fallout Shelter"" by Gray Matter Escape in Lake Havasu City","Description:It's the midst of the Cold War, and the year is 1967. The latest attack spurred you to seek shelter, and as you enter your safe haven, relief quickly turns to panic... Can you survive the fallout?","387 Lake Havasu Ave Suite 102 Lake Havasu City, AZ 86403 (Show on map)"
271,arizona,/lake-havasu-city,/lake-havasu-city/quests/gray-matter-escape-the-fallout-shelter,6,"We've been excited to try this, and so happy that we did! It was such a great experience working together as a family. Too bad we died from radioactive poisoning!","Escape room ""The Fallout Shelter"" by Gray Matter Escape in Lake Havasu City","Description:It's the midst of the Cold War, and the year is 1967. The latest attack spurred you to seek shelter, and as you enter your safe haven, relief quickly turns to panic... Can you survive the fallout?","387 Lake Havasu Ave Suite 102 Lake Havasu City, AZ 86403 (Show on map)"
272,arizona,/lake-havasu-city,/lake-havasu-city/quests/gray-matter-escape-the-initiation,0,"More difficult for our group than the Shelter was, but had good flow and beautiful scenery. All of us had to work together on many of the puzzles and we really liked it!","Escape room ""The Initiation"" by Gray Matter Escape in Lake Havasu City","Description:Applicants wanted: Must be capable of handling valuables in a high-pressure environment. Extensive initiation process. No prior experience necessary. Those unwilling to take risks need not apply. WILL YOU MAKE THE CUT?
Please note: there is one small element of physical agility involved in the Initiation. Only one team member needs to participate. Call for more details.","387 Lake Havasu Ave Suite 102 Lake Havasu City, AZ 86403 (Show on map)"
273,arizona,/phoenix,/phoenix/quests/escape-games-az-blaines-basement,0,"We LOVE Escape Games AZ! The staff are so friendly and personable, we've come back to do all of their rooms. We've talked to our other friends to bring different groups to try out their rooms, too.Specifically reviewing Blaine's Basement: You should definitely go in the evening when it's darker out. It definitely adds to the creepiness of the room. Unfortunately, our group did not escape Blaine's Basement (because we were so terrified of the darkness in the room). But when we told our other friends to do it, they escaped and loved it. One of our favorites rooms in all of Arizona.Definitely recommend their ""Quest for the Throne"" and ""Condo"" rooms also. Very fun puzzles and a good blend of ""locks"" and more ""technical"" triggers.","Escape room ""Blaine's Basement"" by Escape Games AZ in Phoenix","Description:The FBI was able to apprehend a suspect in a series of horrible murders, but they don't have enough evidence to convict him. With the holding time running out, they can't keep Blaine in questioning for longer than an hour. The lead investigator is getting desperate and has approached your team of mediums to search Blaine's basement. You have 60 minutes to decipher the trail of clues and gather evidence against the sick serial killer.","12 N. Center Street, Suite 200 Mesa, AZ 85201 (Show on map)"
274,arizona,/phoenix,/phoenix/quests/escape-games-az-blaines-basement,1,"I had a BLAST! For my first escape room - Blaine's Basement was a great way to start! It was innovative, creepy, thrilling and ultimately very well done! I would recommend this to anyone!","Escape room ""Blaine's Basement"" by Escape Games AZ in Phoenix","Description:The FBI was able to apprehend a suspect in a series of horrible murders, but they don't have enough evidence to convict him. With the holding time running out, they can't keep Blaine in questioning for longer than an hour. The lead investigator is getting desperate and has approached your team of mediums to search Blaine's basement. You have 60 minutes to decipher the trail of clues and gather evidence against the sick serial killer.","12 N. Center Street, Suite 200 Mesa, AZ 85201 (Show on map)"
275,arizona,/phoenix,/phoenix/quests/escape-games-az-blaines-basement,2,We've done two escape rooms here and I have to say we love it! Blaine's basement was soooooo much fun! Loved everything about that room! Definitely recommend this place!,"Escape room ""Blaine's Basement"" by Escape Games AZ in Phoenix","Description:The FBI was able to apprehend a suspect in a series of horrible murders, but they don't have enough evidence to convict him. With the holding time running out, they can't keep Blaine in questioning for longer than an hour. The lead investigator is getting desperate and has approached your team of mediums to search Blaine's basement. You have 60 minutes to decipher the trail of clues and gather evidence against the sick serial killer.","12 N. Center Street, Suite 200 Mesa, AZ 85201 (Show on map)"
276,arizona,/phoenix,/phoenix/quests/escape-games-az-blaines-basement,3,Escaped from Blaine's Basement. Probably our favorite room so far. Very engaging. Highly recommended!,"Escape room ""Blaine's Basement"" by Escape Games AZ in Phoenix","Description:The FBI was able to apprehend a suspect in a series of horrible murders, but they don't have enough evidence to convict him. With the holding time running out, they can't keep Blaine in questioning for longer than an hour. The lead investigator is getting desperate and has approached your team of mediums to search Blaine's basement. You have 60 minutes to decipher the trail of clues and gather evidence against the sick serial killer.","12 N. Center Street, Suite 200 Mesa, AZ 85201 (Show on map)"
277,arizona,/phoenix,/phoenix/quests/escape-games-az-blaines-basement,4,"It was a blast, Blaine's Basement was ultra realistic and real suspenseful!","Escape room ""Blaine's Basement"" by Escape Games AZ in Phoenix","Description:The FBI was able to apprehend a suspect in a series of horrible murders, but they don't have enough evidence to convict him. With the holding time running out, they can't keep Blaine in questioning for longer than an hour. The lead investigator is getting desperate and has approached your team of mediums to search Blaine's basement. You have 60 minutes to decipher the trail of clues and gather evidence against the sick serial killer.","12 N. Center Street, Suite 200 Mesa, AZ 85201 (Show on map)"
278,arizona,/phoenix,/phoenix/quests/escape-games-az-blaines-basement,5,"Braved 'Blaine's Basement' last night. Hate to say it, but he got us! We almost escaped!","Escape room ""Blaine's Basement"" by Escape Games AZ in Phoenix","Description:The FBI was able to apprehend a suspect in a series of horrible murders, but they don't have enough evidence to convict him. With the holding time running out, they can't keep Blaine in questioning for longer than an hour. The lead investigator is getting desperate and has approached your team of mediums to search Blaine's basement. You have 60 minutes to decipher the trail of clues and gather evidence against the sick serial killer.","12 N. Center Street, Suite 200 Mesa, AZ 85201 (Show on map)"
279,arizona,/phoenix,/phoenix/quests/dare-to-escape-az-the-cell,0,"Super difficult room! We barely made it, but had a ton of fun. Chris was exceptional at explaining the rules and storyline. 10/10 would recommend. ","Escape room ""The Cell"" by Dare To Escape AZ in Phoenix","Description:You are an investigative journalist working for the renowned newspaper Daily Trumpet. A few weeks ago, an undercover FBI operative told a story about a terrorist organization, called Sons of Sahar, planning an attack on US soil.
After checking the story, you and your team agreed to meet with him in person at a diner in a remote town... When you arrived at the meeting location, however, men in black masks jumped the diner and subdued you. Now you must escape your imprisonment and recover the terrorist action plan on your way out.","9875 S Priest Dr #101 Tempe, AZ 85284 (Show on map)"
280,arizona,/phoenix,/phoenix/quests/dare-to-escape-az-the-cell,1,"Loved everything about our experience here. The staff was encouraging, friendly, and explained everything perfectly. The room was incredibly challenging and our team of 6 made it out with only 38 seconds left! You really feel immersed in the storyline. We'll definitely be coming back to try another room!","Escape room ""The Cell"" by Dare To Escape AZ in Phoenix","Description:You are an investigative journalist working for the renowned newspaper Daily Trumpet. A few weeks ago, an undercover FBI operative told a story about a terrorist organization, called Sons of Sahar, planning an attack on US soil.
After checking the story, you and your team agreed to meet with him in person at a diner in a remote town... When you arrived at the meeting location, however, men in black masks jumped the diner and subdued you. Now you must escape your imprisonment and recover the terrorist action plan on your way out.","9875 S Priest Dr #101 Tempe, AZ 85284 (Show on map)"
281,arizona,/phoenix,/phoenix/quests/dare-to-escape-az-the-cell,2,"Ten highly intelligent people worked The Cell. It was incredibly challenging. We did not escape, however had a ""blast"" trying to. The studios are clean, staff was friendly. I would recommend for a work team, a birthday party, or just a great night out. Other rooms are smaller, we would have had to split up. Thanks to the Team and the staff at Dare to Escape. At least we dared!","Escape room ""The Cell"" by Dare To Escape AZ in Phoenix","Description:You are an investigative journalist working for the renowned newspaper Daily Trumpet. A few weeks ago, an undercover FBI operative told a story about a terrorist organization, called Sons of Sahar, planning an attack on US soil.
After checking the story, you and your team agreed to meet with him in person at a diner in a remote town... When you arrived at the meeting location, however, men in black masks jumped the diner and subdued you. Now you must escape your imprisonment and recover the terrorist action plan on your way out.","9875 S Priest Dr #101 Tempe, AZ 85284 (Show on map)"
282,arizona,/phoenix,/phoenix/quests/dare-to-escape-az-the-cell,3,"This was our first trip to Dare to Escape. We chose The Cell because of the difficulty level. It was fun, well presented and challenging! Our group of 6 escaped!!! I am excited to go back and Dare to Escape the other 2 rooms!","Escape room ""The Cell"" by Dare To Escape AZ in Phoenix","Description:You are an investigative journalist working for the renowned newspaper Daily Trumpet. A few weeks ago, an undercover FBI operative told a story about a terrorist organization, called Sons of Sahar, planning an attack on US soil.
After checking the story, you and your team agreed to meet with him in person at a diner in a remote town... When you arrived at the meeting location, however, men in black masks jumped the diner and subdued you. Now you must escape your imprisonment and recover the terrorist action plan on your way out.","9875 S Priest Dr #101 Tempe, AZ 85284 (Show on map)"
283,arizona,/phoenix,/phoenix/quests/dare-to-escape-az-the-cell,4,"First time doing an escape room, and this was awesome! So many things to look for and determine which are clues, but it kept you busy and entertained. Can't wait to go back!","Escape room ""The Cell"" by Dare To Escape AZ in Phoenix","Description:You are an investigative journalist working for the renowned newspaper Daily Trumpet. A few weeks ago, an undercover FBI operative told a story about a terrorist organization, called Sons of Sahar, planning an attack on US soil.
After checking the story, you and your team agreed to meet with him in person at a diner in a remote town... When you arrived at the meeting location, however, men in black masks jumped the diner and subdued you. Now you must escape your imprisonment and recover the terrorist action plan on your way out.","9875 S Priest Dr #101 Tempe, AZ 85284 (Show on map)"
284,arizona,/phoenix,/phoenix/quests/dare-to-escape-az-the-cell,5,"One of the best rooms I have ever done. Story, design, game flow all top notch. Staff was very friendly and show a passion for the industry. A+++ 5 Star.","Escape room ""The Cell"" by Dare To Escape AZ in Phoenix","Description:You are an investigative journalist working for the renowned newspaper Daily Trumpet. A few weeks ago, an undercover FBI operative told a story about a terrorist organization, called Sons of Sahar, planning an attack on US soil.
After checking the story, you and your team agreed to meet with him in person at a diner in a remote town... When you arrived at the meeting location, however, men in black masks jumped the diner and subdued you. Now you must escape your imprisonment and recover the terrorist action plan on your way out.","9875 S Priest Dr #101 Tempe, AZ 85284 (Show on map)"
285,arizona,/phoenix,/phoenix/quests/lockdown-escape-rooms-samurai,0,"After doing 50+ rooms, this is one of my all-time favorite rooms. Unique puzzles that fit the themes nicely. The cleanest design I have ever seen and was esthetically beautiful. A mix of modern and traditional elements. I highly recommend any of the Lock Down rooms. The staff was friendly and very accommodating with the booking process. I am usually not a fan of walkie-talkies for hints. However, the walkie-talkies used were simple, worked well, and hints were given quickly demonstrating that the game master was tracking our progress carefully. Lock Down delivers a solid A+ escape room experience which can be a rare find these days.","Escape room ""Samurai"" by Lockdown Escape Rooms in Phoenix","Description:For centuries, the Shogun, chief military commander of the Japanese army was the nominal ruler of the country, until 1868, when the shogunate was terminated and the ruling power was returned to the emperor. The last Shogun, Tokugawa Yoshinobu, as a sign of resignation, took apart his armor and spent his last years in peaceful retirement.
There’s a myth about Tokugawa’s secret oath: should any time the three most influential families of Japan provide him unanimous support, he, or his descendants return to power and take over control of Japan in case the emperor or the government lead the country to devastation.
Hired by one of these families, you’re task is to find and re-assemble Tokugawa’s armor to activate his secret followers’ society – a small, but an incredibly influential group of people in Japan, who only wait for this sign for more than a decade to regain control of the Japanese empire.","7620 E McKellips Road Scottsdale, AZ, 85257 (Show on map)"
286,arizona,/phoenix,/phoenix/quests/lockdown-escape-rooms-samurai,1,Very fun! We did Chem lab and Samurai tonight (beat the Samurai record!). Clean location. Great employees. Great rooms!,"Escape room ""Samurai"" by Lockdown Escape Rooms in Phoenix","Description:For centuries, the Shogun, chief military commander of the Japanese army was the nominal ruler of the country, until 1868, when the shogunate was terminated and the ruling power was returned to the emperor. The last Shogun, Tokugawa Yoshinobu, as a sign of resignation, took apart his armor and spent his last years in peaceful retirement.
There’s a myth about Tokugawa’s secret oath: should any time the three most influential families of Japan provide him unanimous support, he, or his descendants return to power and take over control of Japan in case the emperor or the government lead the country to devastation.
Hired by one of these families, you’re task is to find and re-assemble Tokugawa’s armor to activate his secret followers’ society – a small, but an incredibly influential group of people in Japan, who only wait for this sign for more than a decade to regain control of the Japanese empire.","7620 E McKellips Road Scottsdale, AZ, 85257 (Show on map)"
287,arizona,/phoenix,/phoenix/quests/lockdown-escape-rooms-samurai,2,Did Theft and Samurai yesterday. It was defiantly on our top list of escape rooms. The rooms are fairly spacious so large groups can fit very comfortably. Staff was fun to talk too. Definitely coming back to try out Chem Lab.,"Escape room ""Samurai"" by Lockdown Escape Rooms in Phoenix","Description:For centuries, the Shogun, chief military commander of the Japanese army was the nominal ruler of the country, until 1868, when the shogunate was terminated and the ruling power was returned to the emperor. The last Shogun, Tokugawa Yoshinobu, as a sign of resignation, took apart his armor and spent his last years in peaceful retirement.
There’s a myth about Tokugawa’s secret oath: should any time the three most influential families of Japan provide him unanimous support, he, or his descendants return to power and take over control of Japan in case the emperor or the government lead the country to devastation.
Hired by one of these families, you’re task is to find and re-assemble Tokugawa’s armor to activate his secret followers’ society – a small, but an incredibly influential group of people in Japan, who only wait for this sign for more than a decade to regain control of the Japanese empire.","7620 E McKellips Road Scottsdale, AZ, 85257 (Show on map)"
288,arizona,/phoenix,/phoenix/quests/lockdown-escape-rooms-samurai,3,"We have gone to many escape rooms and really enjoy a good challenge. The rooms here are fun, challenging, too notch. Great place for date night, team building or even the whole family( we brought our 14, 13 & 9 years old kids). I can't say enough about how nice the staff there is, friendly, helpful and very professional! We will be back for a third time soon!","Escape room ""Samurai"" by Lockdown Escape Rooms in Phoenix","Description:For centuries, the Shogun, chief military commander of the Japanese army was the nominal ruler of the country, until 1868, when the shogunate was terminated and the ruling power was returned to the emperor. The last Shogun, Tokugawa Yoshinobu, as a sign of resignation, took apart his armor and spent his last years in peaceful retirement.
There’s a myth about Tokugawa’s secret oath: should any time the three most influential families of Japan provide him unanimous support, he, or his descendants return to power and take over control of Japan in case the emperor or the government lead the country to devastation.
Hired by one of these families, you’re task is to find and re-assemble Tokugawa’s armor to activate his secret followers’ society – a small, but an incredibly influential group of people in Japan, who only wait for this sign for more than a decade to regain control of the Japanese empire.","7620 E McKellips Road Scottsdale, AZ, 85257 (Show on map)"
289,arizona,/phoenix,/phoenix/quests/lockdown-escape-rooms-samurai,4,"There are a wealth of great room escape options in the East Valley and Lockdown rates among or at the top of the list.  Our team completed the Theft and Samurai rooms and were thoroughly impressed by each of them.  The puzzles are clever, engaging, and challenging.  Better yet, they truly feel as if they are organic and belong in their environments.  What sets Lockdown apart from other escape rooms is their commitment and attention to a particular aesthetic.  They have realized that challenge does not have to detract from the overall immersion of a room escape experience.  Their design principles are a welcome change from the many rooms where escaping the zombie apocalypse, a fallout shelter, or an alien research facility requires the unlocking of a half dozen bike locks.Lockdown is a challenging, affordable, and engaging option for a group room escape.  Their staff is friendly, enthusiastic, and welcoming.  We will surely be back to enjoy their other experiences.","Escape room ""Samurai"" by Lockdown Escape Rooms in Phoenix","Description:For centuries, the Shogun, chief military commander of the Japanese army was the nominal ruler of the country, until 1868, when the shogunate was terminated and the ruling power was returned to the emperor. The last Shogun, Tokugawa Yoshinobu, as a sign of resignation, took apart his armor and spent his last years in peaceful retirement.
There’s a myth about Tokugawa’s secret oath: should any time the three most influential families of Japan provide him unanimous support, he, or his descendants return to power and take over control of Japan in case the emperor or the government lead the country to devastation.
Hired by one of these families, you’re task is to find and re-assemble Tokugawa’s armor to activate his secret followers’ society – a small, but an incredibly influential group of people in Japan, who only wait for this sign for more than a decade to regain control of the Japanese empire.","7620 E McKellips Road Scottsdale, AZ, 85257 (Show on map)"
290,arizona,/phoenix,/phoenix/quests/lockdown-escape-rooms-samurai,5,Today was our first visit to an escape room. We did Samurai and had a blast!,"Escape room ""Samurai"" by Lockdown Escape Rooms in Phoenix","Description:For centuries, the Shogun, chief military commander of the Japanese army was the nominal ruler of the country, until 1868, when the shogunate was terminated and the ruling power was returned to the emperor. The last Shogun, Tokugawa Yoshinobu, as a sign of resignation, took apart his armor and spent his last years in peaceful retirement.
There’s a myth about Tokugawa’s secret oath: should any time the three most influential families of Japan provide him unanimous support, he, or his descendants return to power and take over control of Japan in case the emperor or the government lead the country to devastation.
Hired by one of these families, you’re task is to find and re-assemble Tokugawa’s armor to activate his secret followers’ society – a small, but an incredibly influential group of people in Japan, who only wait for this sign for more than a decade to regain control of the Japanese empire.","7620 E McKellips Road Scottsdale, AZ, 85257 (Show on map)"
291,arizona,/phoenix,/phoenix/quests/the-study-az,0,"Wow! A Hidden Gem of an Escape Room! My husband and I have done over 20 escape rooms, and we must say that this is our new favorite room. Megan did a great job as our cluemaster. We were lucky enough to do this room on our own which we prefer. (Too many cooks...and all that). This room had all sorts of unique puzzles and lots of good old-fashioned locks. And lots and lots of books, of course. This franchise allows you to take as long as you need to finish the game, which is always appreciated. We can't wait for their new room to open! If you like escape rooms, put this room at the top of your ""must-do"" list. You won't be disappointed.","Escape room ""The Study"" by The Sleuth Box in Phoenix",Description:Well this is interesting. Whose study is this? Do people even have studies anymore? Everything seems…vintage. There are so many questions. But we don’t have time for questions. We need answers. Fast.,"2400 W Medtronic Way #3 Tempe, AZ 8528 (Show on map)"
292,arizona,/phoenix,/phoenix/quests/the-study-az,1,"I've never had the opportunity to play an Escape Game before, but I'm glad my first experience was at the Sleuth Box!I don't want to give too much away, but every little detail was on point. From the look and feel of the room to the clues themselves, everything was done with attention to the finest detail.My co-workers and I who worked to solve the puzzle talked about our experience well after we were done and we are definitely eager to go back when the next room is available. Hey, we may even want to come back to solve the first puzzle since it was so much fun!A+ experience and would highly recommend to others!","Escape room ""The Study"" by The Sleuth Box in Phoenix",Description:Well this is interesting. Whose study is this? Do people even have studies anymore? Everything seems…vintage. There are so many questions. But we don’t have time for questions. We need answers. Fast.,"2400 W Medtronic Way #3 Tempe, AZ 8528 (Show on map)"
293,arizona,/phoenix,/phoenix/quests/the-study-az,2,"This was my first experience at an escape room, and I have to say, The Sleuth Box set the bar high!! It was such a fun experience, and so different from anything I've done before. The room was incredibly detailed, and the mystery was intriguing and challenging. I'd recommend this for a date night, or with a group of friends or family. I can't wait to go back when they open their second room.","Escape room ""The Study"" by The Sleuth Box in Phoenix",Description:Well this is interesting. Whose study is this? Do people even have studies anymore? Everything seems…vintage. There are so many questions. But we don’t have time for questions. We need answers. Fast.,"2400 W Medtronic Way #3 Tempe, AZ 8528 (Show on map)"
294,arizona,/phoenix,/phoenix/quests/the-study-az,3,"What a great time we had! The men in our group, of course did not want to go, and of course we made them! After we were done they started talking about attending another in our home town, that is how much fun we had. We all worked together and were able to get out. We were surprised how we all came together and worked so well! This establishment is recommended to everyone. This was our first experience and now we can't wait for the second.","Escape room ""The Study"" by The Sleuth Box in Phoenix",Description:Well this is interesting. Whose study is this? Do people even have studies anymore? Everything seems…vintage. There are so many questions. But we don’t have time for questions. We need answers. Fast.,"2400 W Medtronic Way #3 Tempe, AZ 8528 (Show on map)"
295,arizona,/phoenix,/phoenix/quests/the-study-az,4,"My experience here over the weekend was phenomenal and my family is still raving about this a few days later.  And this wasn't my first escape room, and I *thought* the other one was pretty good...The room was so richly appointed and well decorated, to the point that it becomes an immersion experience.  And the puzzles were challenging and engaging, but not so ridiculous that no sane person could ever conceivably ever reach that end conclusion on their own accord.  Plus, there are a couple of bonus action items in the game that made our group exclaim in delight and surprise!  This was an extremely well thought out room and a completely delightful way to spend an hour.  I will return and I can't wait until they open another room!","Escape room ""The Study"" by The Sleuth Box in Phoenix",Description:Well this is interesting. Whose study is this? Do people even have studies anymore? Everything seems…vintage. There are so many questions. But we don’t have time for questions. We need answers. Fast.,"2400 W Medtronic Way #3 Tempe, AZ 8528 (Show on map)"
296,arizona,/phoenix,/phoenix/quests/the-study-az,5,"My family took me here for my birthday this past year, and we had a blast escaping the Sleuth Box!  There's only one room right now, but it was so intricate and fun that I know the Cabin In The Woods (the room they're currently developing) is going to be a huge hit.  The Sleuth Box and Escape Zone AZ are probably my favorite two escape businesses I've visited so far, in regards to the atmosphere, the details of the puzzles, and how they're incorporated into the room.  I felt like I was Sherlock Holmes!","Escape room ""The Study"" by The Sleuth Box in Phoenix",Description:Well this is interesting. Whose study is this? Do people even have studies anymore? Everything seems…vintage. There are so many questions. But we don’t have time for questions. We need answers. Fast.,"2400 W Medtronic Way #3 Tempe, AZ 8528 (Show on map)"
297,arizona,/phoenix,/phoenix/quests/escape-zone-the-inheritance,0,My husband and I came here on a double date night and it was way more fun than your regular dinner and a movie. We did the Inheritance room and although we didn't escape in time we put a decent amount of clues together and can't wait to try another one! Also the staff was so funny and helpful.,"Escape room ""The Inheritance"" by Escape Zone in Phoenix",Description:Your grandparents passed away and left the old farmhouse to you. You sold it before learning that your real inheritance was hidden in the attic! You have one hour to get in and claim it before the new homeowner arrives. Claiming your fortune and getting out in time will be harder than you think!,"414 S Mill Ave #112 Tempe, AZ 85281 (Show on map)"
298,arizona,/phoenix,/phoenix/quests/escape-zone-the-inheritance,1,"I played The Inheritance and Jail Break. This company shines in immersion and storytelling. (I am also a huge fan of their hint systems.) Overall, the puzzles in both games were incredibly creative. I enjoyed the use of both physical and mental tasks. The space and decor were impressive, as well. Escape Zone AZ has created a clever, fun, immersive experience that is fun for all ages. I highly recommend booking your escape room experience with them.","Escape room ""The Inheritance"" by Escape Zone in Phoenix",Description:Your grandparents passed away and left the old farmhouse to you. You sold it before learning that your real inheritance was hidden in the attic! You have one hour to get in and claim it before the new homeowner arrives. Claiming your fortune and getting out in time will be harder than you think!,"414 S Mill Ave #112 Tempe, AZ 85281 (Show on map)"
299,arizona,/phoenix,/phoenix/quests/escape-zone-the-inheritance,2,"It was a lot of fun and a great family bonding experience. Lots of communication and teamwork, escaped with 4 minutes to spare! Very elaborate set up and deco, super realistic feel. Can't wait to try the other rooms next time.","Escape room ""The Inheritance"" by Escape Zone in Phoenix",Description:Your grandparents passed away and left the old farmhouse to you. You sold it before learning that your real inheritance was hidden in the attic! You have one hour to get in and claim it before the new homeowner arrives. Claiming your fortune and getting out in time will be harder than you think!,"414 S Mill Ave #112 Tempe, AZ 85281 (Show on map)"
300,arizona,/phoenix,/phoenix/quests/escape-zone-the-inheritance,3,"This was an early Father's Day gift for my husband! Hubby, kids and I loved it! So much FUN! We did the Inheritance room. Very, very clever and high quality engineering. We almost made it out!!!! Thoroughly enjoyed this experience. We will return to play the Jailbreak room. This is fun activity for families, a group of friends or work colleagues.","Escape room ""The Inheritance"" by Escape Zone in Phoenix",Description:Your grandparents passed away and left the old farmhouse to you. You sold it before learning that your real inheritance was hidden in the attic! You have one hour to get in and claim it before the new homeowner arrives. Claiming your fortune and getting out in time will be harder than you think!,"414 S Mill Ave #112 Tempe, AZ 85281 (Show on map)"
301,arizona,/phoenix,/phoenix/quests/escape-zone-the-inheritance,4,One of the most inventive and ingenious ways to spend an hour. The inheritance escape room really makes you think and work together. It's exhilarating figuring out puzzle pieces and getting closer to the end. I highly recommend trying this out. Can't wait to go back.,"Escape room ""The Inheritance"" by Escape Zone in Phoenix",Description:Your grandparents passed away and left the old farmhouse to you. You sold it before learning that your real inheritance was hidden in the attic! You have one hour to get in and claim it before the new homeowner arrives. Claiming your fortune and getting out in time will be harder than you think!,"414 S Mill Ave #112 Tempe, AZ 85281 (Show on map)"
302,arizona,/phoenix,/phoenix/quests/escape-rooms-mesa-the-legend-of-the-lost-dutchman,0,"First timers and we did the lost Dutchman room! So much fun we laughed so hard, and just had an awesome time! The room was challenging but definitely made it more fun and super clean! Staff was very friendly! We will definitely be back to try hopefully all rooms at some point!","Escape room ""The Legend of the Lost Dutchman"" by Escape Rooms Mesa in Phoenix","Description:Your History Professor, Dr. Waltz, a descendant of the Superstition Mountain Miner may have a critical piece of the map to the Lost Dutchman's Gold. You have one hour to examine his office, follow the clues, and locate the map before he returns from class or you will be going to jail instead of prospecting.","86 W University Dr #100, Mesa, AZ 85201 (Show on map)"
